"Report Date","Borough","Community District","Adult Family Comm Hotel","Adult Family Shelter","Adult Shelter","Adult Shelter Comm Hotel","FWC Cluster","FWC Comm Hotel","FWC Shelter"
"12/31/2023","Bronx","201",,,"5","2",,"1","8"
"11/30/2023","Manhattan","101",,,,,,"1",
"11/30/2023","Westchester",,,,,,,"1",
"11/30/2023","Staten Island","502",,,,,,"3",
"11/30/2023","Staten Island","501",,,,"1",,"1","2"
"11/30/2023","Queens","414",,"1","1","1",,"2","1"
"11/30/2023","Queens","413",,,"1","4",,"5","2"
"11/30/2023","Queens","412","1","2","3","1",,"20","8"
"11/30/2023","Queens","411",,,"1",,,"1",
"11/30/2023","Queens","410",,,"1","2",,"3",
"11/30/2023","Queens","409",,,"1",,,,
"11/30/2023","Queens","408",,,"1",,,"1","1"
"11/30/2023","Queens","407",,,"2",,,"1",
"11/30/2023","Queens","405",,,"1",,,,"1"
"11/30/2023","Queens","404",,,,"1",,"1","1"
"11/30/2023","Queens","403",,"1",,"1",,"3","4"
"11/30/2023","Queens","402",,"1",,"2",,"4","1"
"11/30/2023","Queens","401",,,"1","2",,"17","4"
"11/30/2023","Manhattan","112",,,"3",,,"1",
"11/30/2023","Manhattan","111",,,"9",,,,"6"
"11/30/2023","Manhattan","110",,,"9",,,,"8"
"11/30/2023","Manhattan","109",,,"1",,,,"5"
"11/30/2023","Manhattan","108",,,"1",,,"1",
"11/30/2023","Manhattan","107",,"1","1",,,"3","4"
"11/30/2023","Manhattan","106",,,"2",,,"1","1"
"11/30/2023","Manhattan","105",,"1","1","1",,"8","2"
"11/30/2023","Manhattan","104",,,"2","2",,"5","2"
"11/30/2023","Manhattan","103",,,"6","2",,,"4"
"11/30/2023","Manhattan","102",,,,,,"1",
"11/30/2023","Brooklyn","318",,"1",,,,"1","3"
"11/30/2023","Brooklyn","317",,,,,,"2","4"
"11/30/2023","Brooklyn","316",,,"4","4",,"7","14"
"11/30/2023","Brooklyn","315",,,,,,"1","3"
"11/30/2023","Brooklyn","314",,,"2",,,"1","1"
"11/30/2023","Brooklyn","313",,,,"1",,,"1"
"11/30/2023","Brooklyn","312",,,"1",,,,"1"
"11/30/2023","Brooklyn","309",,,"2",,,,"1"
"11/30/2023","Brooklyn","308",,,"2","1",,,"7"
"11/30/2023","Brooklyn","307",,,"3","5",,"2","1"
"11/30/2023","Brooklyn","306",,"1","2","2",,"3","1"
"11/30/2023","Brooklyn","305",,,"7","3",,"5","6"
"11/30/2023","Brooklyn","304","1",,"1","2",,,"4"
"11/30/2023","Brooklyn","303","1",,"5","1",,"2","5"
"11/30/2023","Brooklyn","302",,"1","6",,,,"1"
"11/30/2023","Brooklyn","301",,"1","6",,,"4",
"11/30/2023","Bronx","212",,,"3",,,"3","4"
"11/30/2023","Bronx","211",,,,,,,
"11/30/2023","Bronx","210",,,,,,,"3"
"11/30/2023","Bronx","209",,,"2",,,"2","6"
"11/30/2023","Bronx","208",,,,,,"1","1"
"11/30/2023","Bronx","207",,,"5",,,"4","4"
"11/30/2023","Bronx","206",,,"2",,,"8","17"
"11/30/2023","Bronx","205",,"1","4",,,,"10"
"11/30/2023","Bronx","204",,,"2",,,"2","13"
"11/30/2023","Bronx","203",,,"7","1",,,"7"
"11/30/2023","Bronx","202",,"1",,,,,"5"
"11/30/2023","Bronx","201",,,"5","2",,"1","8"
"10/31/2023","Bronx","201",,,"5","2",,"1","8"
"10/31/2023","Westchester",,,,,,,"1",
"10/31/2023","Staten Island","502",,,,,,"3",
"10/31/2023","Staten Island","501",,,,"1",,"1","1"
"10/31/2023","Queens","414",,"1","1","1",,"2","1"
"10/31/2023","Queens","413",,,"1","4",,"5","2"
"10/31/2023","Queens","412","1","2","3","1",,"19","7"
"10/31/2023","Queens","411",,,"1",,,"1",
"10/31/2023","Queens","410",,,"1","2",,"3",
"10/31/2023","Queens","409",,,"1",,,,
"10/31/2023","Queens","408",,,"1",,,"1","1"
"10/31/2023","Queens","407",,,"2",,,"1",
"10/31/2023","Queens","405",,,"1",,,,"1"
"10/31/2023","Queens","404",,,,"1",,"1","1"
"10/31/2023","Queens","403",,"1",,"1",,"3","4"
"10/31/2023","Queens","402",,"1",,"2",,"4","1"
"10/31/2023","Queens","401",,,"1","2",,"17","4"
"10/31/2023","Manhattan","112",,,"3",,,"1",
"10/31/2023","Manhattan","111",,,"9",,,,"6"
"10/31/2023","Manhattan","110",,,"9",,,,"8"
"10/31/2023","Manhattan","109",,,"1",,,,"5"
"10/31/2023","Manhattan","108",,,"1",,,"1",
"10/31/2023","Manhattan","107",,"1","1",,,"3","4"
"10/31/2023","Manhattan","106",,,"2",,,"1","1"
"10/31/2023","Manhattan","105",,"1","1","1",,"8","2"
"10/31/2023","Manhattan","104",,,"2","2",,"5","2"
"10/31/2023","Manhattan","103",,,"6","2",,,"4"
"10/31/2023","Manhattan","102",,,,,,"1",
"10/31/2023","Bronx","203",,,"7","1",,,"7"
"10/31/2023","Bronx","202",,"1",,,,,"5"
"10/31/2023","Manhattan","101",,,,,,"1",
"10/31/2023","Brooklyn","318",,"1",,,,"1","3"
"10/31/2023","Brooklyn","317",,,,,,"2","4"
"10/31/2023","Brooklyn","316",,,"4","4",,"7","14"
"10/31/2023","Brooklyn","315",,,,,,"1","3"
"10/31/2023","Brooklyn","314",,,"2",,,"1","1"
"10/31/2023","Brooklyn","313",,,,"1",,,"1"
"10/31/2023","Brooklyn","312",,,"1",,,,"1"
"10/31/2023","Brooklyn","309",,,"2",,,,"1"
"10/31/2023","Brooklyn","308",,,"2","1",,,"6"
"10/31/2023","Brooklyn","307",,,"3","5",,"2","1"
"10/31/2023","Brooklyn","306",,"1","2","2",,"3","1"
"10/31/2023","Brooklyn","305",,,"7","3",,"5","6"
"10/31/2023","Brooklyn","304","1",,"1","2",,,"4"
"10/31/2023","Brooklyn","303","1",,"5","1",,"2","5"
"10/31/2023","Brooklyn","302",,"1","6",,,,"1"
"10/31/2023","Brooklyn","301",,"1","6",,,"4",
"10/31/2023","Bronx","212",,,"3",,,"3","4"
"10/31/2023","Bronx","211",,,,,,,
"10/31/2023","Bronx","210",,,,,,,"3"
"10/31/2023","Bronx","209",,,"2",,,"2","6"
"10/31/2023","Bronx","208",,,,,,"1","1"
"10/31/2023","Bronx","207",,,"5",,,"3","4"
"10/31/2023","Bronx","206",,,"2",,,"8","17"
"10/31/2023","Bronx","205",,"1","4",,,,"10"
"10/31/2023","Bronx","204",,,"2",,,"2","13"
"09/30/2023","Bronx","209",,,"2",,,"2","6"
"09/30/2023","Westchester",,,,,,,"1",
"09/30/2023","Staten Island","502",,,,,,"3",
"09/30/2023","Staten Island","501",,,,,,"1","1"
"09/30/2023","Queens","414",,"1","1","1",,"2","1"
"09/30/2023","Queens","413",,,"1","5",,"3","2"
"09/30/2023","Queens","412","1","2","3","1",,"19","7"
"09/30/2023","Queens","411",,,,,,"1",
"09/30/2023","Queens","410",,,"1","2",,"3",
"09/30/2023","Queens","409",,,"1",,,,
"09/30/2023","Queens","408",,,"1",,,"1","1"
"09/30/2023","Queens","407",,,"2",,,"1",
"09/30/2023","Queens","405",,,"1",,,,"1"
"09/30/2023","Queens","404",,,,"2",,,"1"
"09/30/2023","Queens","403",,"1",,"1",,"3","4"
"09/30/2023","Queens","402",,"1",,"2",,"2","1"
"09/30/2023","Queens","401",,,"1","2",,"17","4"
"09/30/2023","Manhattan","112",,,"3",,,"1",
"09/30/2023","Manhattan","111",,,"9",,,,"6"
"09/30/2023","Manhattan","110",,,"9",,,,"8"
"09/30/2023","Manhattan","109",,,"1",,,,"5"
"09/30/2023","Manhattan","108",,,"1",,,"1",
"09/30/2023","Manhattan","107",,"1","1",,,"3","4"
"09/30/2023","Manhattan","106",,,"3",,,"1",
"09/30/2023","Manhattan","105",,"1","1","1",,"8","2"
"09/30/2023","Manhattan","104","1",,"2","1",,"4","2"
"09/30/2023","Manhattan","103",,,"6","2",,,"4"
"09/30/2023","Manhattan","102",,,,,,"1",
"09/30/2023","Manhattan","101",,,,,,"1",
"09/30/2023","Brooklyn","318",,"1",,,,"1","3"
"09/30/2023","Brooklyn","317",,,,,,"2","3"
"09/30/2023","Brooklyn","316",,,"4","5",,"5","14"
"09/30/2023","Brooklyn","315",,,,,,"1","2"
"09/30/2023","Brooklyn","314",,,"2",,,"1","1"
"09/30/2023","Brooklyn","313",,,,"1",,,"1"
"09/30/2023","Brooklyn","312",,,"1",,,,"1"
"09/30/2023","Brooklyn","309",,,"2",,,,"1"
"09/30/2023","Brooklyn","308",,,"2","1",,,"6"
"09/30/2023","Brooklyn","307",,,"3","5",,"2","1"
"09/30/2023","Brooklyn","306",,"1","2","2",,"3","1"
"09/30/2023","Brooklyn","305",,,"7","3",,"5","6"
"09/30/2023","Brooklyn","304","1",,"1","2",,,"4"
"09/30/2023","Brooklyn","303","1",,"5","1",,"2","5"
"09/30/2023","Brooklyn","302",,"1","5",,,,"1"
"09/30/2023","Brooklyn","301",,"1","6",,,"3",
"09/30/2023","Bronx","212",,,"3",,,"3","4"
"09/30/2023","Bronx","211",,,,,,,
"09/30/2023","Bronx","210",,,,,,,"3"
"09/30/2023","Bronx","208",,,,,,"1","1"
"09/30/2023","Bronx","207",,,"5",,,"3","4"
"09/30/2023","Bronx","206",,,"2",,,"8","17"
"09/30/2023","Bronx","205",,"1","4",,,,"9"
"09/30/2023","Bronx","204",,,"2",,,"2","13"
"09/30/2023","Bronx","203",,,"7","1",,,"7"
"09/30/2023","Bronx","202",,"1",,,,,"5"
"09/30/2023","Bronx","201",,,"5","2",,"1","8"
"08/31/2023","Manhattan","101",,,,,,"1",
"08/31/2023","Westchester",,,,,,,"1",
"08/31/2023","Staten Island","502",,,,,,"2",
"08/31/2023","Staten Island","501",,,,"1",,"1","1"
"08/31/2023","Queens","414",,"1","1","1",,"2","1"
"08/31/2023","Queens","413",,,"1","6",,"3","2"
"08/31/2023","Queens","412","1","2","3","1",,"18","7"
"08/31/2023","Queens","411",,,,,,"1",
"08/31/2023","Queens","410",,,"1","2",,"3",
"08/31/2023","Queens","409",,,"1",,,,
"08/31/2023","Queens","408",,,"1",,,"1","1"
"08/31/2023","Queens","407",,,"2",,,"1",
"08/31/2023","Queens","405",,,"1",,,,"1"
"08/31/2023","Queens","404",,,,"2",,,"1"
"08/31/2023","Queens","403",,"1",,"1",,"3","4"
"08/31/2023","Queens","402",,"1",,"2",,"2","1"
"08/31/2023","Queens","401",,,"1","2",,"16","4"
"08/31/2023","Manhattan","112",,,"3",,,"1",
"08/31/2023","Manhattan","111",,,"8",,,,"6"
"08/31/2023","Manhattan","110",,,"9",,,,"8"
"08/31/2023","Manhattan","109",,,"1",,,,"5"
"08/31/2023","Manhattan","108",,,"1",,,"1",
"08/31/2023","Manhattan","107",,"1","1",,,"3","4"
"08/31/2023","Manhattan","106",,,"3",,,"1",
"08/31/2023","Manhattan","105",,"1","1","1",,"8","2"
"08/31/2023","Manhattan","104",,,"2","1",,"4","2"
"08/31/2023","Manhattan","103",,,"6","2",,,"4"
"08/31/2023","Manhattan","102",,,,,,"1",
"08/31/2023","Brooklyn","318",,"1",,,,"1","3"
"08/31/2023","Brooklyn","317",,,,,,"2","3"
"08/31/2023","Brooklyn","316",,,"4","5",,"4","15"
"08/31/2023","Brooklyn","315",,,,,,"1","2"
"08/31/2023","Brooklyn","314",,,"2",,,"1","1"
"08/31/2023","Brooklyn","313",,,,"1",,,"1"
"08/31/2023","Brooklyn","312",,,"1",,,,"1"
"08/31/2023","Brooklyn","309",,,"2",,,,"1"
"08/31/2023","Brooklyn","308",,,"2","1",,,"6"
"08/31/2023","Brooklyn","307",,,"3","5",,"2","1"
"08/31/2023","Brooklyn","306",,"1","2","2",,"2","1"
"08/31/2023","Brooklyn","305",,,"7","3",,"5","6"
"08/31/2023","Brooklyn","304","1",,"1","2",,,"4"
"08/31/2023","Brooklyn","303","1",,"5","1",,"2","5"
"08/31/2023","Brooklyn","302",,"1","4",,,,"1"
"08/31/2023","Brooklyn","301",,"1","6","1",,"3",
"08/31/2023","Bronx","212",,,"3",,,"3","4"
"08/31/2023","Bronx","211",,,,,,,
"08/31/2023","Bronx","210",,,,,,,"3"
"08/31/2023","Bronx","209",,,"2",,,"2","6"
"08/31/2023","Bronx","208",,,,,,"1","1"
"08/31/2023","Bronx","207",,,"5",,,"3","4"
"08/31/2023","Bronx","206",,,"2",,,"8","17"
"08/31/2023","Bronx","205",,"1","4",,,,"9"
"08/31/2023","Bronx","204",,,"2",,,"2","13"
"08/31/2023","Bronx","203",,,"7","1",,,"7"
"08/31/2023","Bronx","202",,"1",,,,,"5"
"08/31/2023","Bronx","201",,,"5","2",,"1","8"
"07/31/2023","Bronx","202",,"1",,,,,"5"
"07/31/2023","Westchester",,,,,,,"1",
"07/31/2023","Staten Island","502",,,,,,"2",
"07/31/2023","Staten Island","501","1",,,"1",,,"1"
"07/31/2023","Queens","414",,"1","1","1",,"2","1"
"07/31/2023","Queens","413",,,"1","6",,"3","2"
"07/31/2023","Queens","412","2","2","3","6",,"11","7"
"07/31/2023","Queens","411",,,,,,"1",
"07/31/2023","Queens","410",,,"1","2",,"3",
"07/31/2023","Queens","409",,,"1",,,,
"07/31/2023","Queens","408",,,"1",,,"1","1"
"07/31/2023","Queens","407",,,"2",,,"1",
"07/31/2023","Queens","405",,,"1",,,,"1"
"07/31/2023","Queens","404",,,,"2",,,"1"
"07/31/2023","Queens","403",,"1",,"1",,"3","4"
"07/31/2023","Queens","402",,"1",,"2",,"2","1"
"07/31/2023","Queens","401","1",,"1","2",,"15","3"
"07/31/2023","Manhattan","112",,,"3",,,"1",
"07/31/2023","Manhattan","111",,,"8",,,,"6"
"07/31/2023","Manhattan","110",,,"9",,,,"8"
"07/31/2023","Manhattan","109",,,"1",,,,"5"
"07/31/2023","Manhattan","108",,,"1",,,"1",
"07/31/2023","Manhattan","107",,"1","1",,,"3","4"
"07/31/2023","Manhattan","106",,,"3",,,"1",
"07/31/2023","Manhattan","105",,"1","1","1",,"8","1"
"07/31/2023","Manhattan","104","2",,"2","1",,"3","2"
"07/31/2023","Manhattan","103",,"1","6","2",,,"3"
"07/31/2023","Manhattan","102",,,,,,"1",
"07/31/2023","Bronx","201",,,"5","2",,"1","8"
"07/31/2023","Manhattan","101","1",,,,,,
"07/31/2023","Brooklyn","318",,"1",,,,"1","3"
"07/31/2023","Brooklyn","317",,,,,,"2","3"
"07/31/2023","Brooklyn","316","1",,"4","7",,"2","15"
"07/31/2023","Brooklyn","315",,,,,,"1","2"
"07/31/2023","Brooklyn","314",,,"2",,,"1","1"
"07/31/2023","Brooklyn","313",,,,"1",,,"1"
"07/31/2023","Brooklyn","312",,,"1",,,,"1"
"07/31/2023","Brooklyn","309",,,"1",,,,"1"
"07/31/2023","Brooklyn","308",,,"3","1",,,"5"
"07/31/2023","Brooklyn","307",,,"3","5",,"2","1"
"07/31/2023","Brooklyn","306","1","1","2","2",,"2","1"
"07/31/2023","Brooklyn","305","1",,"7","5",,"2","6"
"07/31/2023","Brooklyn","304","1",,"1","2",,,"4"
"07/31/2023","Brooklyn","303","1",,"5","1",,"2","5"
"07/31/2023","Brooklyn","302",,"1","4",,,,"1"
"07/31/2023","Brooklyn","301",,"1","6","1",,"3",
"07/31/2023","Bronx","212",,,"3",,,"3","3"
"07/31/2023","Bronx","211",,,,,,,
"07/31/2023","Bronx","210",,,,,,,"3"
"07/31/2023","Bronx","209",,,"2",,,"2","6"
"07/31/2023","Bronx","208",,,,"1",,,"1"
"07/31/2023","Bronx","207",,,"5",,,"3","4"
"07/31/2023","Bronx","206","1",,"2","1",,"6","17"
"07/31/2023","Bronx","205",,"1","4",,,,"9"
"07/31/2023","Bronx","204",,,"2","1",,"1","13"
"07/31/2023","Bronx","203",,,"7","1",,,"7"
"06/30/2023","Manhattan","102",,,,,,"1",
"06/30/2023","Westchester",,,,,,,"1",
"06/30/2023","Staten Island","502",,,,,,"2",
"06/30/2023","Staten Island","501","1",,,"1",,,"1"
"06/30/2023","Queens","414",,"1","1","1",,"2","1"
"06/30/2023","Queens","413",,,"1","6",,"3","2"
"06/30/2023","Queens","412","2","2","3","8",,"10","7"
"06/30/2023","Queens","411",,,,,,"1",
"06/30/2023","Queens","410",,,"1","2",,"3",
"06/30/2023","Queens","409",,,"1",,,,
"06/30/2023","Queens","408",,,"1",,,"1","1"
"06/30/2023","Queens","407",,,"2",,,,
"06/30/2023","Queens","405",,,"1",,,,"1"
"06/30/2023","Queens","404",,,,"2",,,"1"
"06/30/2023","Queens","403",,"1",,"1",,"3","4"
"06/30/2023","Queens","402",,"1",,"3",,"2","1"
"06/30/2023","Queens","401","1",,"1","2",,"15","3"
"06/30/2023","Manhattan","112",,,"3",,,"1",
"06/30/2023","Manhattan","111",,,"8",,,,"6"
"06/30/2023","Manhattan","110",,,"9",,,,"8"
"06/30/2023","Manhattan","109",,,"1",,,,"5"
"06/30/2023","Manhattan","108",,,"1",,,"1",
"06/30/2023","Manhattan","107",,"1","1",,,"3","4"
"06/30/2023","Manhattan","106",,,"3",,,"1",
"06/30/2023","Manhattan","105",,"1","1","1",,"8","1"
"06/30/2023","Manhattan","104","2",,"2","1",,"3","2"
"06/30/2023","Manhattan","103",,"1","5","2",,,"3"
"06/30/2023","Manhattan","101","1",,,,,,
"06/30/2023","Brooklyn","318",,"1",,,,"1","3"
"06/30/2023","Brooklyn","317",,,,"1",,"1","3"
"06/30/2023","Brooklyn","316","1",,"4","7",,"2","13"
"06/30/2023","Brooklyn","315",,,,,,,"2"
"06/30/2023","Brooklyn","314",,,"2",,,"1","1"
"06/30/2023","Brooklyn","313",,,,"1",,,"1"
"06/30/2023","Brooklyn","312",,,"1",,,,"1"
"06/30/2023","Brooklyn","309",,,"1",,,,"1"
"06/30/2023","Brooklyn","308",,,"3","1",,,"5"
"06/30/2023","Brooklyn","307",,,"3","5",,"2","1"
"06/30/2023","Brooklyn","306","1","1","2","3",,"1","1"
"06/30/2023","Brooklyn","305","1",,"7","5",,"2","6"
"06/30/2023","Brooklyn","304","1",,"1","2",,,"4"
"06/30/2023","Brooklyn","303","1",,"5","1",,"2","5"
"06/30/2023","Brooklyn","302",,"1","4",,,,"1"
"06/30/2023","Brooklyn","301",,"1","6","1",,"2",
"06/30/2023","Bronx","212",,,"4",,,"3","2"
"06/30/2023","Bronx","211",,,,,,,
"06/30/2023","Bronx","210",,,,,,,"3"
"06/30/2023","Bronx","209",,,"2",,,"2","6"
"06/30/2023","Bronx","208",,,,"1",,,"1"
"06/30/2023","Bronx","207",,,"5",,,"3","4"
"06/30/2023","Bronx","206","1",,"2","2",,"5","17"
"06/30/2023","Bronx","205",,"1","4",,,,"9"
"06/30/2023","Bronx","204",,,"2","1",,"1","13"
"06/30/2023","Bronx","203",,,"7","1",,,"7"
"06/30/2023","Bronx","202",,"1",,,,,"5"
"06/30/2023","Bronx","201",,,"5","2",,"1","6"
"05/31/2023","Manhattan","103",,"1","5","2",,,"3"
"05/31/2023","Westchester",,,,,,,"1",
"05/31/2023","Staten Island","502",,,,,,"2",
"05/31/2023","Staten Island","501","1",,,"1",,,"1"
"05/31/2023","Queens","414",,"1","1","3",,,"1"
"05/31/2023","Queens","413",,,"1","6",,"3","2"
"05/31/2023","Queens","412","2","2","3","10",,"9","7"
"05/31/2023","Queens","411",,,,,,"1",
"05/31/2023","Queens","410",,,"1","2",,"3",
"05/31/2023","Queens","409",,,"1",,,,
"05/31/2023","Queens","408",,,"1",,,"1","1"
"05/31/2023","Queens","407",,,"2",,,,
"05/31/2023","Queens","405",,,"1",,,,"1"
"05/31/2023","Queens","404",,,,"2",,,"1"
"05/31/2023","Queens","403",,"1",,"1",,"3","4"
"05/31/2023","Queens","402",,"1",,"3",,"2","1"
"05/31/2023","Queens","401","1",,"1","2",,"15","3"
"05/31/2023","Manhattan","112",,,"3",,,"1",
"05/31/2023","Manhattan","111",,,"8",,,,"6"
"05/31/2023","Manhattan","110",,,"10",,,,"9"
"05/31/2023","Manhattan","109",,,"1",,,,"5"
"05/31/2023","Manhattan","108",,,"1",,,"1",
"05/31/2023","Manhattan","107",,"1","1",,,"3","4"
"05/31/2023","Manhattan","106",,,"3",,,"1",
"05/31/2023","Manhattan","105",,"1","1","1",,"8","1"
"05/31/2023","Manhattan","104","2",,"2","1",,"3","2"
"05/31/2023","Manhattan","102",,,,,,"1",
"05/31/2023","Manhattan","101","1",,,,,,
"05/31/2023","Brooklyn","318",,"1",,,,"1","3"
"05/31/2023","Brooklyn","317",,,,"1",,"1","3"
"05/31/2023","Brooklyn","316","1",,"4","7",,"2","13"
"05/31/2023","Brooklyn","315",,,,"1",,,"2"
"05/31/2023","Brooklyn","314",,,"2",,,"1","1"
"05/31/2023","Brooklyn","313",,,,"1",,,"1"
"05/31/2023","Brooklyn","312",,,"1",,,,"1"
"05/31/2023","Brooklyn","309",,,"1",,,,"1"
"05/31/2023","Brooklyn","308",,,"3","1",,,"5"
"05/31/2023","Brooklyn","307",,,"3","5",,"2","1"
"05/31/2023","Brooklyn","306","1","1","2","3",,"1","1"
"05/31/2023","Brooklyn","305","1",,"6","5",,"2","6"
"05/31/2023","Brooklyn","304","1",,"1","2",,,"4"
"05/31/2023","Brooklyn","303","1",,"5","1",,"2","5"
"05/31/2023","Brooklyn","302",,"1","4",,,,"1"
"05/31/2023","Brooklyn","301",,"1","6","1",,"2",
"05/31/2023","Bronx","212",,,"4",,,"3","2"
"05/31/2023","Bronx","211",,,,,,,
"05/31/2023","Bronx","210",,,,,,,"3"
"05/31/2023","Bronx","209",,,"2",,,"2","6"
"05/31/2023","Bronx","208",,,,"1",,,"1"
"05/31/2023","Bronx","207",,,"5",,,"2","4"
"05/31/2023","Bronx","206","1",,"2","2",,"5","17"
"05/31/2023","Bronx","205",,"1","4",,,,"9"
"05/31/2023","Bronx","204",,,"2","1",,"1","13"
"05/31/2023","Bronx","203",,,"7","1",,,"7"
"05/31/2023","Bronx","202",,"1",,,,,"5"
"05/31/2023","Bronx","201",,,"5","2",,"1","6"
"04/30/2023","Bronx","203",,,"7","1",,,"7"
"04/30/2023","Staten Island","502",,,,,,"2",
"04/30/2023","Staten Island","501",,,,,,,"1"
"04/30/2023","Queens","414",,"1","1","3",,,"1"
"04/30/2023","Queens","413",,,"1","6",,,"2"
"04/30/2023","Queens","412","1","2","3","10",,"8","7"
"04/30/2023","Queens","411",,,,"1",,,
"04/30/2023","Queens","410",,,"1","1",,"3",
"04/30/2023","Queens","409",,,"1",,,,
"04/30/2023","Queens","408",,,"1",,,,"1"
"04/30/2023","Queens","407",,,"2",,,,
"04/30/2023","Queens","405",,,"1",,,,"1"
"04/30/2023","Queens","404",,,,"2",,,"1"
"04/30/2023","Queens","403",,"1",,"1",,"3","4"
"04/30/2023","Queens","402",,"1",,"3",,"2","1"
"04/30/2023","Queens","401","1",,"1","2",,"12","3"
"04/30/2023","Manhattan","112",,,"3",,,"1",
"04/30/2023","Manhattan","111",,,"8",,,,"6"
"04/30/2023","Manhattan","110",,,"10",,,,"9"
"04/30/2023","Manhattan","109",,,"1",,,,"4"
"04/30/2023","Manhattan","108",,,"1",,,"1",
"04/30/2023","Manhattan","107",,"1","1",,,"3","4"
"04/30/2023","Manhattan","106",,,"3",,,"1",
"04/30/2023","Manhattan","105",,"1","1","1",,"8","1"
"04/30/2023","Manhattan","104","2",,"2","1",,"2","2"
"04/30/2023","Bronx","202",,"1",,,,,"5"
"04/30/2023","Manhattan","103",,"1","5","2",,,"3"
"04/30/2023","Bronx","201",,,"5","2",,"1","6"
"04/30/2023","Manhattan","102",,,,,,"1",
"04/30/2023","Manhattan","101","1",,,,,,
"04/30/2023","Brooklyn","318",,"1",,,,"1","2"
"04/30/2023","Brooklyn","317",,,,"1",,"1","3"
"04/30/2023","Brooklyn","316","1",,"4","7",,"2","13"
"04/30/2023","Brooklyn","315",,,,"1",,,"1"
"04/30/2023","Brooklyn","314",,,"1",,,"1","1"
"04/30/2023","Brooklyn","313",,,,"1",,,"1"
"04/30/2023","Brooklyn","312",,,"1",,,,"1"
"04/30/2023","Brooklyn","309",,,"1",,,,"1"
"04/30/2023","Brooklyn","308",,,"3","1",,,"5"
"04/30/2023","Brooklyn","307",,,"3","5",,"2","1"
"04/30/2023","Brooklyn","306","1","1","2","3",,"1","1"
"04/30/2023","Brooklyn","305","1",,"6","5",,,"6"
"04/30/2023","Brooklyn","304","1",,"1","2",,,"4"
"04/30/2023","Brooklyn","303","1",,"5","1",,"2","5"
"04/30/2023","Brooklyn","302",,"1","4",,,,"1"
"04/30/2023","Brooklyn","301",,"1","6","1",,"1",
"04/30/2023","Bronx","212",,,"4",,,"2","2"
"04/30/2023","Bronx","211",,,,,,,
"04/30/2023","Bronx","210",,,,,,,"3"
"04/30/2023","Bronx","209",,,"2",,,"1","6"
"04/30/2023","Bronx","208",,,,"1",,,"1"
"04/30/2023","Bronx","207",,,"5",,,"1","4"
"04/30/2023","Bronx","206","1",,"2","1",,"5","17"
"04/30/2023","Bronx","205",,"1","4",,,,"8"
"04/30/2023","Bronx","204",,,"2","1",,"1","13"
"03/31/2023","Manhattan","105",,"1","1","1",,"7","1"
"03/31/2023","Staten Island","502",,,,,,"2",
"03/31/2023","Staten Island","501",,,,,,,"1"
"03/31/2023","Queens","414",,"1","1","3",,,"1"
"03/31/2023","Queens","413",,,"1","6",,,"2"
"03/31/2023","Queens","412","1","2","3","9",,"8","7"
"03/31/2023","Queens","410",,,"1","2",,"3",
"03/31/2023","Queens","409",,,"1",,,,
"03/31/2023","Queens","408",,,"1",,,,"1"
"03/31/2023","Queens","407",,,"2",,,,
"03/31/2023","Queens","405",,,"1",,,,"1"
"03/31/2023","Queens","404",,,,"2",,,"1"
"03/31/2023","Queens","403",,"1",,"1",,"3","4"
"03/31/2023","Queens","402",,"1",,"3",,"1","1"
"03/31/2023","Queens","401","1",,"1","2",,"10","3"
"03/31/2023","Manhattan","112",,,"3",,,"1",
"03/31/2023","Manhattan","111",,,"8",,,,"6"
"03/31/2023","Manhattan","110",,,"10",,,,"9"
"03/31/2023","Manhattan","109",,,"1",,,,"4"
"03/31/2023","Manhattan","108",,,"1",,,,
"03/31/2023","Manhattan","107",,"1","1",,,"3","4"
"03/31/2023","Manhattan","106",,,"3",,,"1",
"03/31/2023","Manhattan","104","2",,"2","1",,"2","2"
"03/31/2023","Manhattan","103",,"1","5","2",,,"3"
"03/31/2023","Manhattan","102",,,,,,"1",
"03/31/2023","Manhattan","101","1",,,,,,
"03/31/2023","Brooklyn","318",,"1",,,,"1","2"
"03/31/2023","Brooklyn","317",,,,"1",,"1","3"
"03/31/2023","Brooklyn","316","1",,"4","7",,"2","13"
"03/31/2023","Brooklyn","315",,,,"1",,,"1"
"03/31/2023","Brooklyn","314",,,"1",,,,"1"
"03/31/2023","Brooklyn","313",,,,"1",,,"1"
"03/31/2023","Brooklyn","312",,,"1",,,,"1"
"03/31/2023","Brooklyn","309",,,"1",,,,"1"
"03/31/2023","Brooklyn","308",,,"3","1",,,"5"
"03/31/2023","Brooklyn","307",,,"3","4",,"1","1"
"03/31/2023","Brooklyn","306",,"1","2","3",,"1","1"
"03/31/2023","Brooklyn","305","1",,"6","5",,,"6"
"03/31/2023","Brooklyn","304","1",,"1","2",,,"4"
"03/31/2023","Brooklyn","303","1",,"5","1",,"2","5"
"03/31/2023","Brooklyn","302",,"1","4",,,,"1"
"03/31/2023","Brooklyn","301",,"1","6","1",,"1",
"03/31/2023","Bronx","212",,,"4",,,"1","2"
"03/31/2023","Bronx","211",,,,,,,
"03/31/2023","Bronx","210",,,,,,,"3"
"03/31/2023","Bronx","209",,,"2",,,"1","6"
"03/31/2023","Bronx","208",,,,,,,"1"
"03/31/2023","Bronx","207",,,"5",,,"1","4"
